Title: Manganese Abundances in Cluster and Halo Field Stars  
Authors: Sobeck J.S., Ivans I.I., Simmerer J.A., Sneden C., Hoeflich P., 
         Fulbright J.P., Kraft R.P. 
Table: LTG Stellar Model Parameters and Individual [Fe/H] and [Mn/Fe] Values
================================================================================
Byte-by-byte Description of file: datafile3.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---     Group    Source association  
  10- 12 A3     ---     OName    Other group association name (1)
  14- 21 A8     ---     ID       Stellar identification within Group
  23- 26 I4     K       Teff     Effective temperature
  28- 32 F5.2   [cm/s2] log(g)   Log of the surface gravity
  34- 37 F4.2   km/s    VTurb    Microturbulent velocity
  39- 43 F5.2   [Sun]   [Fe/H]-L Log of literature Fe/H number abundance
  45- 49 F5.2   [Sun]   [Fe/H]   Log of Lick-Texas group Fe/H number abundance 
  51- 55 F5.2   [Sun]   [Mn/Fe]  Log of Lick-Texas group Mn/Fe number abundance
--------------------------------------------------------------------------------
Note (1): Field stars from the Fulbright (2000) survey (labeled as JF) have 
          Hipparcos identifications. Similarly, target stars of the 
          Simmerer et al. (2004) survey (designated as JS) have Henry Draper 
          identifications unless otherwise indicated. 
--------------------------------------------------------------------------------
NGC 5904 M5  IV-34    4275  0.65 1.55 -1.28 -1.33 -0.40 
NGC 5904 M5  IV-36    4575  1.50 1.35 -1.27 -1.28 -0.38 
NGC 5904 M5  IV-4     4625  1.55 1.20 -1.24 -1.40 -0.38 
NGC 5904 M5  IV-47    4110  0.50 1.85 -1.34 -1.30 -0.53 
NGC 5904 M5  IV-59    4229  0.79 2.10 -1.40 -1.44 -0.45 
NGC 5904 M5  IV-81    3945  0.00 1.90 -1.35 -1.37 -0.38 
NGC 6121 M4  1408     4525  1.30 1.70 -1.18 -1.23 -0.41 
NGC 6121 M4  1411     3950  0.60 1.65 -1.21 -1.26 -0.35 
NGC 6121 M4  1514     3875  0.35 1.95 -1.23 -1.34 -0.36 
NGC 6121 M4  1701     4625  1.50 1.65 -1.20 -1.20 -0.44 
NGC 6121 M4  2206     4325  1.35 1.55 -1.18 -1.21 -0.34 
NGC 6121 M4  2208     4350  1.40 1.70 -1.12 -1.17 -0.38 
NGC 6121 M4  2307     4075  0.85 1.45 -1.20 -1.28 -0.34 
NGC 6121 M4  2406     4100  0.45 2.45 -1.22 -1.26 -0.40 
NGC 6121 M4  3207     4700  1.65 1.70 -1.18 -1.21 -0.44 
NGC 6121 M4  3209     3975  0.60 1.75 -1.22 -1.26 -0.37 
NGC 6121 M4  3215     4775  1.40 1.85 -1.17 -1.24 -0.43 
NGC 6121 M4  3413     4175  1.20 1.65 -1.18 -1.33 -0.27 
NGC 6121 M4  3612     4250  1.10 1.45 -1.20 -1.21 -0.41 
NGC 6121 M4  3624     4225  1.10 1.45 -1.16 -1.24 -0.40 
NGC 6121 M4  4201     4450  1.35 1.85 -1.19 -1.19 -0.44 
NGC 6121 M4  4302     4775  1.45 1.80 -1.18 -1.22 -0.50 
NGC 6121 M4  4511     4150  1.10 1.55 -1.16 -1.16 -0.43 
NGC 6121 M4  4513     5250  1.00 1.65 -1.20 -1.43 -0.22 
NGC 6121 M4  4611     3725  0.30 1.70 -1.16 -1.20 -0.52 
NGC 6121 M4  4613     3750  0.20 1.65 -1.19 -1.26 -0.49 
NGC 6205 M13 L-629    3950  0.20 2.00 -1.68 -1.72 -0.36 
NGC 6205 M13 II-90    4000  0.30 2.00 -1.60 -1.65 -0.46 
NGC 6205 M13 II-67    3950  0.20 2.10 -1.58 -1.65 -0.37 
NGC 6205 M13 I-48     3920  0.30 2.00 -1.60 -1.66 -0.47 
NGC 6205 M13 L-598    3900  0.00 2.10 -1.64 -1.67 -0.38 
NGC 6205 M13 IV-22    4700  1.90 1.50 -1.56 -1.63 -0.37 
NGC 6205 M13 II-9     4700  1.70 1.50 -1.59 -1.63 -0.42 
NGC 6205 M13 II-28    4850  1.75 2.00 -1.68 -1.78 -0.33 
NGC 6205 M13 IV-25    4000  0.15 2.25 -1.61 -1.64 -0.37 
NGC 6205 M13 L-835    4090  0.55 1.90 -1.56 -1.63 -0.34 
NGC 6205 M13 I-54     4975  1.70 1.75 -1.71 -1.77 -0.41 
NGC 6205 M13 I-72     4850  1.90 1.45 -1.65 -1.75 -0.37 
NGC 6205 M13 II-1     4850  2.10 1.25 -1.58 -1.62 -0.44 
NGC 6205 M13 I-12     4600  1.50 1.60 -1.58 -1.66 -0.37 
NGC 6205 M13 IV-19    4650  1.50 1.60 -1.59 -1.64 -0.36 
NGC 6205 M13 II-41    4750  2.00 1.75 -1.51 -1.60 -0.36 
NGC 6205 M13 III-52   4335  1.00 2.00 -1.54 -1.72 -0.35 
NGC 6254 M10 A-I-2    3975  0.00 2.10 -1.47 -1.64 -0.33 
NGC 6254 M10 A-I-60   4400  1.10 1.60 -1.53 -1.48 -0.55 
NGC 6254 M10 A-I-61   4550  1.00 2.00 -1.69 -1.74 -0.40 
NGC 6254 M10 A-II-24  4050  0.10 2.00 -1.50 -1.55 -0.48 
NGC 6254 M10 A-III-16 4150  0.90 2.00 -1.52 -1.62 -0.39 
NGC 6254 M10 A-III-21 4060  0.50 2.10 -1.49 -1.64 -0.28 
NGC 6254 M10 A-III-5  4400  1.20 1.75 -1.36 -1.48 -0.26 
NGC 6254 M10 C        4200  0.75 2.00 -1.66 -1.80 -0.37 
NGC 6254 M10 D        4200  1.05 2.00 -1.50 -1.59 -0.40 
NGC 6254 M10 E        4350  0.80 2.00 -1.61 -1.83 -0.34 
NGC 6254 M10 H-I-15   4225  0.75 1.75 -1.52 -1.59 -0.42 
NGC 6254 M10 H-I-367  4135  0.60 1.70 -1.54 -1.68 -0.41 
NGC 6341 M92 III-13   4180  0.10 2.15 -2.24 -2.39 -0.36 
NGC 6341 M92 III-65   4260  0.30 1.80 -2.25 -2.46 -0.43 
NGC 6341 M92 VII-122  4300  0.70 1.85 -2.32 -2.52 -0.39 
NGC 6341 M92 VII-18   4220  0.20 2.00 -2.27 -2.43 -0.30 
NGC 6838 M71 A4       4100  0.80 2.25 -0.78 -1.34 -0.07 
NGC 6838 M71 I        4300  1.00 2.00 -0.89 -1.26 -0.05 
NGC 6838 M71 1-77     4100  0.95 2.00 -0.78 -1.22  0.03 
NGC 6838 M71 1-45     4050  0.80 2.00 -0.76 -1.21 -0.20 
NGC 6838 M71 1-53     4300  1.40 2.00 -0.79 -1.21  0.04 
NGC 6838 M71 1-113    3950  0.70 2.00 -0.85 -1.12 -0.42 
NGC 6838 M71 1-46     4000  0.80 2.15 -0.77 -1.10 -0.26 
NGC 6838 M71 S        4300  1.25 2.00 -0.72 -1.00 -0.21 
NGC 6838 M71 1-21     4350  1.45 2.00 -0.73 -0.91 -0.25 
NGC 6838 M71 A9       4200  1.20 2.00 -0.85 -0.90 -0.24 
NGC 7006     I-1      3900  0.10 2.25 -1.55 -1.72 -0.39 
NGC 7006     II-103   4200  0.75 1.85 -1.55 -1.58 -0.33 
NGC 7006     II-18    4300  0.90 1.85 -1.56 -1.46 -0.48 
NGC 7006     II-46    4200  0.50 2.25 -1.60 -1.54 -0.43 
NGC 7006     V19      4100  0.30 2.40 -1.62 -1.69 -0.39 
NGC 7006     V54      4500  0.80 2.25 -1.65 -1.72 -0.54 
NGC 7078 M15 K341     4275  0.45 2.00 -2.35 -2.46 -0.29 
NGC 7078 M15 K387     4400  0.65 1.85 -2.42 -2.51 -0.38 
NGC 7078 M15 K969     4625  1.30 2.60 -2.42 -2.56 -0.44 
NGC 7078 M15 K431     4375  0.50 2.30 -2.43 -2.50 -0.39 
NGC 7078 M15 K146     4450  0.80 1.90 -2.46 -2.58 -0.42 
NGC 7078 M15 K386     4200  0.15 1.85 -2.43 -2.51 -0.45 
NGC 7078 M15 K583     4275  0.30 1.90 -2.40 -2.51 -0.46 
NGC 7078 M15 K702     4325  0.25 1.90 -2.44 -2.45 -0.44 
NGC 7078 M15 K462     4225  0.30 1.85 -2.45 -2.48 -0.36 
NGC 7078 M15 K490     4350  0.60 1.65 -2.44 -2.59 -0.06 
NGC 7078 M15 K634     4225  0.30 1.85 -2.38 -2.44 -0.31 
Pal 5        E        4500  1.45 1.65 -1.39 -1.63 -0.22 
Pal 5        F        4500  1.50 1.60 -1.33 -1.43 -0.38 
Pal 5        G        4535  1.55 1.55 -1.31 -1.43 -0.28 
Pal 5        H        4750  1.55 1.70 -1.32 -1.53 -0.28 
FIELD    JF  171      5275  4.1  1.05 -1.00 -0.91 -0.27 
FIELD    JF  2413     5050  2.2  1.60 -1.96 -2.01 -0.38 
FIELD    JF  3026     5950  3.9  1.40 -1.32 -1.32 -0.24 
FIELD    JF  3086     5700  4.1  1.00 -0.17 -0.06 -0.29 
FIELD    JF  5336     5250  4.4  0.90 -0.98 -0.83 -0.32 
FIELD    JF  5445     5150  2.8  1.50 -1.58 -1.61 -0.32 
FIELD    JF  5458     4450  1.4  1.55 -1.04 -0.87 -0.33 
FIELD    JF  6710     4625  1.2  1.95 -1.83 -1.90 -0.28 
FIELD    JF  7217     5550  4.2  0.70 -0.48 -0.41 -0.36 
FIELD    JF  10140    5425  4.1  0.85 -1.14 -0.97 -0.41 
FIELD    JF  10449    5650  4.4  1.00 -0.98 -0.90 -0.43 
FIELD    JF  11349    5375  4.3  0.80 -0.29 -0.15 -0.22 
FIELD    JF  12306    5650  4.1  1.05 -0.63 -0.51 -0.35 
FIELD    JF  13366    5700  4.2  0.95 -0.77 -0.72 -0.33 
FIELD    JF  14086    5075  3.6  1.10 -0.71 -0.68 -0.32 
FIELD    JF  15394    5150  3.4  1.00 -0.30 -0.08 -0.29 
FIELD    JF  16214    4825  2.0  1.45 -1.74 -1.72 -0.39 
FIELD    JF  17085    6500  4.2  1.70 -0.22 -0.13 -0.20 
FIELD    JF  17147    5800  4.3  1.10 -0.91 -0.83 -0.34 
FIELD    JF  17666    5050  4.5  0.60 -1.10 -0.93 -0.47 
FIELD    JF  18235    4950  3.2  0.90 -0.72 -0.63 -0.45 
FIELD    JF  18915    4700  4.8  1.35 -1.85 -1.77 -0.33 
FIELD    JF  18995    5575  2.2  2.05 -1.26 -1.24 -0.37 
FIELD    JF  19007    5150  4.5  1.20 -0.62 -0.51 -0.03 
FIELD    JF  19378    4500  1.2  1.70 -1.73 -1.75 -0.34 
FIELD    JF  21000    6200  4.1  1.40 -0.16 -0.11 -0.22 
FIELD    JF  21586    4850  4.1  0.25 -0.91 -0.67 -0.35 
FIELD    JF  21609    5200  3.8  1.55 -1.76 -1.70 -0.36 
FIELD    JF  21648    4300  0.4  1.70 -1.88 -1.84 -0.40 
FIELD    JF  21767    5650  4.5  0.70 -0.44 -0.35 -0.31 
FIELD    JF  22246    5200  4.5  1.20 -0.38 -0.33 -0.13 
FIELD    JF  22632    5825  4.3  1.35 -1.59 -1.61 -0.40 
FIELD    JF  26688    6500  4.1  1.50 -0.60 -0.61 -0.14 
FIELD    JF  27654    4550  2.1  1.50 -0.94 -0.87 -0.32 
FIELD    JF  28188    6175  4.6  1.25 -0.62 -0.63 -0.17 
FIELD    JF  30668    5150  3.1  1.05 -1.50 -1.54 -0.52 
FIELD    JF  30990    5825  4.0  1.30 -0.89 -0.93 -0.29 
FIELD    JF  31188    5750  4.1  1.65 -0.80 -0.63 -0.24 
FIELD    JF  31639    5300  4.3  0.60 -0.62 -0.47 -0.30 
FIELD    JF  32308    5175  4.1  1.00 -0.64 -0.42 -0.27 
FIELD    JF  33582    5725  4.3  1.25 -0.74 -0.80 -0.12 
FIELD    JF  34146    6300  4.2  1.95 -0.40 -0.43 -0.16 
FIELD    JF  34548    6250  4.5  1.40 -0.46 -0.45 -0.12 
FIELD    JF  36491    5800  4.4  1.10 -0.93 -0.87 -0.31 
FIELD    JF  36849    5850  4.1  1.10 -0.88 -0.88 -0.27 
FIELD    JF  38541    5300  4.7  0.85 -1.79 -1.74 -0.50 
FIELD    JF  38621    4700  1.7  2.25 -1.81 -1.88 -0.26 
FIELD    JF  38625    5200  4.4  0.30 -0.86 -0.73 -0.34 
FIELD    JF  40068    5225  3.0  1.35 -2.05 -1.98 -0.40 
FIELD    JF  44075    5900  4.2  1.25 -0.91 -0.90 -0.29 
FIELD    JF  44116    6275  4.1  1.45 -0.58 -0.53 -0.23 
FIELD    JF  44716    5000  2.1  1.70 -1.08 -1.10 -0.32 
FIELD    JF  44919    6350  3.8  1.80 -0.65 -0.68 -0.08 
FIELD    JF  47139    4600  1.3  1.80 -1.46 -1.48 -0.38 
FIELD    JF  47640    6600  4.4  1.50 -0.08 -0.05 -0.24 
FIELD    JF  48146    6200  4.6  1.05 -0.05 -0.02 -0.19 
FIELD    JF  49371    4950  2.3  1.75 -1.95 -1.89 -0.38 
FIELD    JF  50139    5600  4.3  0.35 -0.68 -0.56 -0.31 
FIELD    JF  54858    5250  2.0  2.15 -1.17 -1.20 -0.34 
FIELD    JF  57265    5875  4.0  1.50 -1.10 -1.05 -0.36 
FIELD    JF  57850    4375  0.8  2.75 -1.78 -1.78 -0.29 
FIELD    JF  58229    5875  4.1  1.25 -0.94 -0.92 -0.43 
FIELD    JF  58357    5050  3.4  1.20 -0.65 -0.72 -0.25 
FIELD    JF  59239    5125  2.1  1.55 -1.49 -1.50 -0.39 
FIELD    JF  59330    5750  4.1  1.25 -0.75 -0.73 -0.26 
FIELD    JF  59750    6200  4.4  1.10 -0.78 -0.64 -0.45 
FIELD    JF  60551    5725  4.4  1.05 -0.86 -0.87 -0.24 
FIELD    JF  62747    4285  2.2  1.45 -1.54 -1.51 -0.45 
FIELD    JF  62882    5600  3.7  0.04 -1.26 -1.12 -0.55 
FIELD    JF  63970    6075  4.4  1.00 -0.09  0.03 -0.26 
FIELD    JF  64115    4650  2.4  1.10 -0.74 -0.62 -0.48 
FIELD    JF  64426    5800  4.1  1.25 -0.82 -0.78 -0.30 
FIELD    JF  65268    6250  4.1  1.50 -0.67 -0.60 -0.23 
FIELD    JF  66246    4400  1.0  2.55 -1.91 -2.00 -0.19 
FIELD    JF  66509    5350  4.2  0.60 -0.68 -0.53 -0.43 
FIELD    JF  66665    5500  3.8  1.05 -0.97 -0.78 -0.48 
FIELD    JF  66815    5875  4.5  0.95 -0.64 -0.63 -0.26 
FIELD    JF  68796    5725  4.5  0.90 -0.52 -0.43 -0.24 
FIELD    JF  68807    4575  1.1  1.90 -1.83 -1.82 -0.33 
FIELD    JF  70681    5450  4.5  0.80 -1.25 -1.23 -0.38 
FIELD    JF  71886    6400  4.1  1.50 -0.40 -0.32 -0.24 
FIELD    JF  71887    6100  4.3  1.20 -0.49 -0.45 -0.26 
FIELD    JF  71939    6300  4.4  1.50 -0.37 -0.36 -0.18 
FIELD    JF  73385    5575  3.6  1.35 -1.59 -1.59 -0.31 
FIELD    JF  73960    4500  1.4  2.10 -1.37 -1.33 -0.38 
FIELD    JF  74033    5675  4.1  1.05 -0.78 -0.80 -0.38 
FIELD    JF  74067    5575  4.3  1.10 -0.90 -0.88 -0.28 
FIELD    JF  74079    5825  4.0  1.30 -0.83 -0.75 -0.31 
FIELD    JF  74234    4750  4.5  0.70 -1.51 -1.33 -0.51 
FIELD    JF  74235    4850  4.5  0.70 -1.57 -1.42 -0.47 
FIELD    JF  80837    5800  4.1  1.15 -0.83 -0.74 -0.37 
FIELD    JF  81170    5175  4.7  0.30 -1.26 -1.23 -0.38 
FIELD    JF  81461    5600  4.1  1.20 -0.65 -0.46 -0.31 
FIELD    JF  85007    5900  4.2  1.20 -0.50 -0.38 -0.34 
FIELD    JF  85378    5625  4.0  1.10 -0.64 -0.53 -0.35 
FIELD    JF  85757    5450  3.8  1.05 -0.76 -0.65 -0.35 
FIELD    JF  86013    5750  4.4  1.15 -0.82 -0.84 -0.25 
FIELD    JF  86431    5675  4.1  1.15 -0.64 -0.54 -0.37 
FIELD    JF  88010    5200  4.0  0.70 -1.49 -1.41 -0.38 
FIELD    JF  88039    5700  4.0  1.30 -0.96 -0.88 -0.33 
FIELD    JF  91058    6025  4.1  1.40 -0.54 -0.49 -0.22 
FIELD    JF  92167    4575  2.4  1.40 -1.47 -1.80 -0.51 
FIELD    JF  92532    5825  4.3  1.00 -0.56 -0.44 -0.25 
FIELD    JF  92781    5650  4.2  0.95 -0.75 -0.57 -0.48 
FIELD    JF  94449    5625  3.7  1.15 -1.26 -1.22 -0.34 
FIELD    JF  96185    5700  4.1  1.00 -0.58 -0.53 -0.35 
FIELD    JF  97023    5800  3.8  1.30 -0.48 -0.35 -0.27 
FIELD    JF  97468    4450  1.1  1.90 -1.71 -1.73 -0.32 
FIELD    JF  98020    5325  4.6  1.10 -1.67 -1.58 -0.49 
FIELD    JF  98532    5550  3.6  1.30 -1.23 -1.18 -0.33 
FIELD    JF  99423    5650  3.8  1.30 -1.50 -1.43 -0.43 
FIELD    JF  99938    5650  4.0  1.20 -0.74 -0.65 -0.31 
FIELD    JF  100568   5650  4.4  1.10 -1.17 -1.12 -0.36 
FIELD    JF  100792   5875  4.2  1.40 -1.23 -1.19 -0.34 
FIELD    JF  101346   6000  3.9  1.40 -0.65 -0.68 -0.14 
FIELD    JF  101382   5125  4.0  0.40 -0.66 -0.38 -0.39 
FIELD    JF  103269   5300  4.6  0.85 -1.81 -1.80 -0.48 
FIELD    JF  104659   5825  4.3  1.00 -1.12 -1.03 -0.38 
FIELD    JF  104660   5500  3.9  1.15 -0.96 -0.78 -0.41 
FIELD    JF  105888   5700  4.3  1.00 -0.75 -0.63 -0.34 
FIELD    JF  107975   6275  3.9  1.50 -0.64 -0.54 -0.33 
FIELD    JF  109067   5300  4.3  0.85 -0.97 -0.88 -0.37 
FIELD    JF  109390   4800  2.2  1.50 -1.34 -1.33 -0.43 
FIELD    JF  112796   4525  1.0  2.85 -2.25 -2.26 -0.16 
FIELD    JF  114962   5825  4.3  1.40 -1.54 -1.33 -0.44 
FIELD    JF  115610   4800  4.1  1.20 -0.63 -0.35 -0.13 
FIELD    JF  115949   4500  0.9  2.75 -2.19 -2.17 -0.28 
FIELD    JF  116082   6275  3.7  1.60 -0.82 -0.80 -0.22 
FIELD    JF  117029   5425  3.8  1.05 -0.81 -0.75 -0.30 
FIELD    JF  117041   5300  4.2  0.90 -0.88 -0.81 -0.25 
FIELD    JS  B-010306 5550  4.19 1.50 -1.13 -1.10 -0.30 
FIELD    JS  B-012582 5148  2.86 1.20 -2.21 -2.26 -0.41 
FIELD    JS  B+191185 5500  4.19 1.10 -1.09 -1.09 -0.31 
FIELD    JS  B+521601 4911  2.10 2.05 -1.40 -1.49 -0.33 
FIELD    JS  G005-001 5500  4.32 0.80 -1.24 -1.18 -0.31 
FIELD    JS  G009-036 5625  4.57 0.65 -1.17 -1.17 -0.44 
FIELD    JS  G017-025 4966  4.26 0.80 -1.54 -1.37 -0.42 
FIELD    JS  G023-014 5025  3.00 1.30 -1.64 -1.57 -0.44 
FIELD    JS  G028-043 5061  4.50 0.80 -1.64 -1.58 -0.42 
FIELD    JS  G029-025 5225  4.28 0.80 -1.09 -0.91 -0.44 
FIELD    JS  G040-008 5200  4.08 0.50 -0.97 -0.80 -0.37 
FIELD    JS  G058-025 6001  4.21 1.05 -1.40 -1.49 -0.36 
FIELD    JS  G059-001 5922  3.98 0.40 -0.95 -0.76 -0.38 
FIELD    JS  G063-046 5705  4.25 1.30 -0.90 -0.85 -0.28 
FIELD    JS  G068-003 4975  3.50 0.95 -0.76 -0.65 -0.28 
FIELD    JS  G074-005 5668  4.24 1.50 -1.05 -1.03 -0.28 
FIELD    JS  G090-025 5303  4.46 1.20 -1.78 -1.83 -0.53 
FIELD    JS  G095-57A 4965  4.40 0.90 -1.22 -1.08 -0.37 
FIELD    JS  G095-57B 4800  4.57 0.60 -1.06 -1.03 -0.30 
FIELD    JS  G102-020 5254  4.44 0.90 -1.25 -1.23 -0.32 
FIELD    JS  G102-027 5600  3.75 1.05 -0.59 -0.50 -0.35 
FIELD    JS  G113-022 5525  4.25 1.10 -1.18 -1.19 -0.40 
FIELD    JS  G122-051 4864  4.51 1.40 -1.43 -1.42 -0.43 
FIELD    JS  G123-009 5487  4.75 1.50 -1.25 -1.30 -0.29 
FIELD    JS  G126-036 5487  4.50 0.60 -1.06 -0.96 -0.36 
FIELD    JS  G126-062 5941  3.98 2.00 -1.59 -1.75 -0.28 
FIELD    JS  G140-046 4980  4.42 0.70 -1.30 -1.18 -0.43 
FIELD    JS  G153-021 5700  4.36 1.40 -0.70 -0.71 -0.18 
FIELD    JS  G176-053 5593  4.50 1.20 -1.34 -1.41 -0.37 
FIELD    JS  G179-022 5082  3.20 1.20 -1.35 -1.28 -0.40 
FIELD    JS  G180-024 6059  4.09 0.50 -1.34 -1.38 -0.28 
FIELD    JS  G188-022 5827  4.27 1.20 -1.52 -1.48 -0.36 
FIELD    JS  G191-055 5770  4.50 1.00 -1.63 -1.77 -0.19 
FIELD    JS  G192-043 6085  4.50 1.50 -1.50 -1.56 -0.33 
FIELD    JS  G221-007 5016  3.37 0.90 -0.98 -0.86 -0.33 
FIELD    JS  2665     4990  2.34 2.00 -1.99 -2.17 -0.38 
FIELD    JS  3008     4250  0.25 2.60 -2.08 -2.14 -0.33 
FIELD    JS  6755     5105  2.93 2.50 -1.68 -1.78 -0.29 
FIELD    JS  8724     4535  1.40 1.40 -1.91 -1.79 -0.51 
FIELD    JS  21581    4870  2.27 1.40 -1.71 -1.75 -0.43 
FIELD    JS  23798    4450  1.06 2.50 -2.26 -2.32 -0.29 
FIELD    JS  25329    4842  4.66 0.60 -1.67 -1.67 -0.40 
FIELD    JS  25532    5396  2.00 1.20 -1.34 -1.17 -0.50 
FIELD    JS  26297    4322  1.11 1.80 -1.98 -1.92 -0.41 
FIELD    JS  29574    4250  0.80 2.20 -2.00 -2.00 -0.43 
FIELD    JS  37828    4350  1.50 1.85 -1.62 -1.59 -0.40 
FIELD    JS  44007    4851  2.00 2.00 -1.72 -1.74 -0.39 
FIELD    JS  63791    4675  2.00 2.00 -1.90 -1.86 -0.39 
FIELD    JS  74462    4700  2.00 1.90 -1.52 -1.55 -0.29 
FIELD    JS  82590    6005  2.75 3.00 -1.50 -1.57 -0.30 
FIELD    JS  85773    4268  0.50 2.00 -2.62 -2.50 -0.29 
FIELD    JS  101063   5150  3.25 1.70 -1.33 -1.38 -0.31 
FIELD    JS  103036   4200  0.25 3.00 -2.04 -1.93 -0.48 
FIELD    JS  103545   4666  1.64 2.00 -2.45 -2.41 -0.38 
FIELD    JS  105546   5190  2.49 1.60 -1.48 -1.52 -0.25 
FIELD    JS  105755   5701  3.82 1.20 -0.83 -0.76 -0.30 
FIELD    JS  106516   6166  4.21 1.10 -0.81 -0.76 -0.38 
FIELD    JS  108317   5234  2.68 2.00 -2.18 -2.25 -0.17 
FIELD    JS  110184   4250  0.50 2.50 -2.72 -2.66 -0.32 
